Smiles,AlogP,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,4.22,13.24,0.28,2.13,6.59
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,4.68,10.92,0.23,0.57,5.81
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.35,16.01,0.29,3.12,10.75
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(N(CCCl)CCCl)cc1,4.13,11.94,0.25,0.44,6.05
O=C(NCc1ccccc1)c1ccc(N(CCCl)CCCl)cc1,3.9,13.06,0.27,0.69,14.18
CC(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,8.52,10.91,0.22,-2.46,7.95
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,6.8,14.84,0.29,-0.11,10.65
Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,4.36,13.23,0.24,2.37,6.08
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,5.06,13.33,0.24,2.83,6.92
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,5.36,11.67,0.23,1.74,7.25
CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21,2.83,11.84,0.22,1.57,4.52
CO/N=C/c1c(N)ncnc1Nc1ccc2c(c1)CCN2Cc1cccc(F)c1,3.48,16.8,0.31,3.11,7.44
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c23)CC1,4.82,16.2,0.3,2.33,9.88
Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,5.01,11.38,0.22,1.17,5.58
COc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,2.36,14.62,0.28,2.48,5.02
CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,5.52,15.39,0.28,0.86,7.47
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,4.54,17.81,0.35,3.31,9.46
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,4.38,12.59,0.24,2.92,6.86
CN1CCN(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)CC1,2.92,17.62,0.33,5.18,8.06
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,4.49,20.84,0.4,4.28,8.69
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.26,22.33,0.49,3.98,12.32
O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F,5.79,12.72,0.25,0.82,8.33
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,13.43,0.26,1.72,8.73
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCn1ccnc1,4,14.1,0.26,3.36,5.98
CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,2.88,14.37,0.26,1.55,4.75
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,5.78,8.6,0.2,-0.56,4.67
CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.97,13.06,0.28,0.96,8.46
CCC(C)NCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)ncnc21,3.95,13.03,0.33,2.73,7.35
CCCCn1c(Cc2cc(OC)ccc2I)nc2c(N)ncnc21,3.41,12.12,0.3,1.89,6.72
O=[N+]([O-])c1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.29,12.03,0.23,-0.67,5.65
CCOC(=O)/C=C/C(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.44,11.91,0.23,0.27,6.01
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12,3.57,18.31,0.33,2.94,8.92
CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,3.55,13.99,0.3,2.83,7.06
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,6.56,14.23,0.27,-0.78,46.33
O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,3.33,18.33,0.39,5.82,9.92
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,1.32,19.91,0.37,4.7,5.45
Fc1cccc(COc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,5.07,21.38,0.41,2.82,12.55
Clc1cc(Nc2ncnc3cc[nH]c23)ccc1OCc1ccccn1,4.33,21.77,0.42,3.33,10.11
Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,4.51,21.79,0.39,2.71,9.54
N#Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,5.52,14.91,0.29,2.2,7.34
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,6,14.89,0.27,-0.47,44.35
COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,3.61,13.79,0.27,1.48,9.39
O=C(NO)[C@H]1C[C@@H](OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,1.39,17,0.32,6.13,6.76
CN(C(=O)c1ccccc1)C1CN[C@H](C(=O)N2CC[C@H](c3ccccc3)C2)[C@@H](C(=O)NO)C1,1.63,16.73,0.31,5.91,7.39
CN1C[C@@H](OC(=O)N2CCC(F)(F)C2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,1.01,14.73,0.28,6.29,6.91
NCCCCNC(=O)CC1CN[C@H](C(=O)N2CCC(c3ccccc3)C2)[C@@H](C(=O)NO)C1,0.35,15.24,0.29,6.44,4.96
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,12.81,0.25,1.3,7
CCC1=C2C(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)=NC=NC2N=C1NC(=O)OC[C@@H]1COCCN1,3.24,14.06,0.26,4.42,6.05
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,4.95,15.96,0.29,2.54,7.63
CC(C)c1cccc(C2CCN(C(=O)[C@H]3CC[C@H](CC(=O)N4CCCCC4)C[C@@H]3C(=O)NO)CC2)c1,4.46,14.41,0.27,2.71,7.98
COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.19,14.02,0.3,2.74,8.73
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,4.08,14.02,0.27,2.56,6.77
Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,5.48,14.58,0.27,2.2,7.56
COCCOc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCC5)CC4)c(C)c3)c2c1,5.27,14.58,0.27,2.09,8.57
COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2cc1OC,5.51,14.21,0.27,1.49,8.16
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)NCC(C)(C)C)c4)c(C)c3)c2c1,5.36,12.17,0.22,1.53,6.02
COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(Oc4cccc(C(=O)Nc5ccccc5)c4)c(C)c3)c2c1,5.84,11.99,0.22,1.01,5.99
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCNCC1,3.01,14.35,0.26,4.73,6.43
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@H](N)CC1,4.38,14.76,0.27,3.36,5.9
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@@](C)(N)CC1,4.77,14.29,0.26,2.93,5.86
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,0.49,25.42,0.47,4.7,4.84
O=C(NO)[C@H]1C[C@H](OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)C1,1,18.57,0.35,6.96,7.16
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(F)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.81,11.68,0.22,0.71,8.62
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.56,10.99,0.21,-0.89,5.36
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,2.28,14.85,0.28,4.99,6.02
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.68,14.54,0.28,2.62,9.78
CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,5.23,18.84,0.37,3.32,12.19
COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.21,13.18,0.28,1.99,7.81
Cc1cccc(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1O,5.07,12.12,0.22,-0.65,8.4
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,2.45,16.66,0.31,2.32,5.11
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,8.36,10.59,0.21,-2.31,8.37
CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)s1,6.67,11.64,0.25,0.35,7.53
O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@@H]1O[C@H]3C[C@@H]1CO,3.83,15.59,0.28,2.77,7.72
C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,4.75,13.13,0.25,2.34,8
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCCC1,5.42,14.62,0.29,2.3,9.73
CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,4.34,12.09,0.26,0.96,7.55
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sccc45)c(Cl)c3)c21,5.83,18.82,0.37,2.39,11.39
COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCCNC(C)(C)C)c1,3.95,13.38,0.33,2.9,7.54
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCN5C(=O)c6ccccc6C5=O)cc4)c23)c1,5.13,15.73,0.28,3.22,6.45
O=C(Nc1ccccc1F)c1ccc(N(CCCl)CCCl)cc1,4.36,13.55,0.29,0.45,14.88
O=C(Nc1ccccc1Br)c1ccc(N(CCCl)CCCl)cc1,4.99,12.02,0.3,0.01,15.47
O=C(Nc1ccc(F)cc1)c1ccc(N(CCCl)CCCl)cc1,4.36,15.23,0.32,1.05,16.73
CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.23,12.75,0.27,0.17,18.69
CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,5.01,11.65,0.25,-0.66,18.48
O=C(Nc1cccc2ccccc12)c1ccc(N(CCCl)CCCl)cc1,5.38,16.67,0.34,1.08,19.96
Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccccc1,0.6,16.58,0.33,4.78,4.33
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.38,10.97,0.21,0.73,6.37
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,2.28,16.54,0.31,5.82,6.71
COC[C@@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,3.78,13.42,0.25,2.59,5.98
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCCCN1,4.25,14.34,0.26,3.27,6.41
O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Cl)cc1,3.15,12.15,0.31,1.57,7.47
O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Br)cc1,3.15,12.52,0.32,1.72,7.7
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.75,0.27,1.85,7.51
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.75,0.27,1.85,7.51
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,6.9,14.02,0.27,0.49,14.69
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],6.07,13.77,0.26,-0.39,30.78
O=C1CSC(N2N=C(c3ccccc3)CC2c2ccccc2)=N1,3.47,16.46,0.31,1.82,11.75
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.85,0.27,1.91,7.57
CS(=O)(=O)CCNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,4.23,13.21,0.26,3.82,5.95
Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,5.57,16.54,0.31,1.79,10.07
O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,3.75,13.27,0.26,0.99,10.53
[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,6.57,13.42,0.26,1.17,8.96
CS(=O)(=O)CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.57,13.35,0.27,1.2,7.5
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1,6.13,11.71,0.22,0.23,10.68
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCS(C)(=O)=O,4.37,13.31,0.27,2.78,6.48
FC(F)(F)Oc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,6.05,17.25,0.34,1.21,10.07
Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,5.96,15.63,0.31,1.96,9.73
Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,8.31,13.94,0.27,0,8.13
O=C(NO)[C@H]1C[C@H](OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,0.42,18.9,0.36,8,7.36
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCOc1ccc(CNC(C)C)cc1,6.83,12.63,0.24,0.06,10.08
CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,3.78,13.62,0.27,3.82,7.1
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)c1,6.86,15.28,0.29,0.99,8.54
CN(CCO)C(=O)COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,3.83,14.01,0.27,3.09,6.31
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,4.02,15.07,0.27,3.03,7.19
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(N)=S)cc1,3.71,16.37,0.32,1.85,10.93
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5ccccn5)cc4)c3s2)C1)N1CCOCC1,4.53,11.92,0.23,2.13,6.56
Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,3.91,14.12,0.27,1.08,11.08
O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,4.12,14.48,0.29,1.03,11.44
O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,4.37,12.17,0.28,0.72,11.3
Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,4.54,12.44,0.28,0.61,11.44
COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,4.24,11.7,0.26,0.79,9.28
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,4.08,16.02,0.31,1.52,12.43
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,3.79,13.81,0.27,2.93,6.62
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCOCC1,3.44,13.16,0.24,3.67,6.04
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCNCC1,4.11,14.56,0.27,3.53,6.51
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO,4.23,17.99,0.36,3.59,7.41
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.46,0.32,3.46,9.19
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1SCCCCCCC(=O)NO,5.72,15.9,0.33,1.9,7.9
COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCC(=O)NO,5.01,15.44,0.31,2.14,6.77
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccnc4)c3)c12,3.57,18.58,0.33,3.03,9.05
O=C(O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,3.61,17.35,0.32,4.13,7.27
CC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,4.05,14.72,0.27,3.08,9.47
O=C1CN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1,2.94,14.24,0.26,3.76,7.25
NC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.71,13.05,0.24,2.8,6.12
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,5.34,11.59,0.22,1.13,5.67
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1cccc(C(F)(F)F)c1,3.66,13.77,0.26,1.14,5.14
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,4.02,17.32,0.32,4.08,8.26
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,3.25,18.15,0.38,6.05,10.78
COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,4.21,13.89,0.27,2.88,6.42
CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,6.81,11.7,0.23,-0.21,9.9
N#CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,6.68,13.78,0.27,0.49,7.47
CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,6.2,12.18,0.25,0.95,6.72
CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,5.94,11.85,0.24,1.01,6.37
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,5.21,19.15,0.37,1.64,14.57
Cc1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncnc1-c1ccccc1,6.57,9.97,0.19,-2.38,8.9
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,3.05,18.46,0.33,4.31,5.79
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,3.83,18.44,0.35,3.69,7.29
[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,6.43,13.66,0.27,1.21,8.83
[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1,5.92,13.74,0.26,1.54,8.62
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,4.5,15.25,0.32,3.59,9.13
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,3.79,23.08,0.51,5.17,11.23
OCc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)o1,5.08,16.29,0.31,2.25,9.11
Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,5.57,15.83,0.3,1.47,9.64
CSc1ccc(/C=C2\C(=O)Nc3cccc(C)c32)s1,4.27,14.05,0.29,-0.23,13.88
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,15.99,0.3,2.88,8.42
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCC(=O)NO,4.62,17.15,0.34,3.08,7.29
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCCCC(=O)NO,4.96,15.71,0.31,2.74,6.13
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,4.66,13.07,0.26,2.45,8.02
CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,5.79,14.29,0.28,-0.7,10.31
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl,6.03,15.36,0.3,0.59,11.17
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1c(F)cccc1F,6.63,11.59,0.22,0.44,7.31
O=C(CC1CCCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,7.01,9.86,0.19,-1.16,6.05
O=C(Nc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.74,11.5,0.22,0.03,6.23
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,6.09,13.02,0.24,1.17,7.54
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,6.09,12.41,0.23,0.83,7.19
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,13.43,0.25,1.87,7.07
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,13.85,0.27,1.91,7.57
CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,5.35,15.39,0.29,2.14,9.84
Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,5.57,16.73,0.32,1.87,10.19
CN(C)Cc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1,6.86,13.01,0.26,-0.25,10
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,4.42,16.4,0.32,3.5,8.58
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/NCC(F)(F)F,3.83,14.37,0.27,2.76,6.21
CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,3.72,13.66,0.29,3.02,9.18
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,2.9,20.67,0.38,2.98,8.8
CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,6.43,11.89,0.22,0.37,7.77
CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)cc2)CC1,6.59,11.01,0.21,0.18,7.46
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,4.16,15.36,0.28,2.67,7.02
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCOCC1,3.01,15.86,0.29,4.07,6.65
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,3.76,16.57,0.33,4.09,8.86
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,4.88,13.96,0.27,1.88,5.73
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,13.15,0.24,1.76,6.92
CCN1CCN(C(=O)/C(F)=C/c2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,5.37,13.24,0.26,1.62,9.9
