Smiles,AlogP,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,3.85,13.18,0.25,2.95,6.33
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N1CCOCC1,4.54,14.54,0.27,3.12,8.11
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,4.15,14.62,0.33,1.12,9.36
Cc1ccc(S(=O)(=O)NC(=O)Cc2cccc(Br)c2)cc1,2.81,12.37,0.3,1.74,7.2
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,6.1,19.11,0.36,2.9,9.57
NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,4.98,14.49,0.29,2.82,7
CCN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.98,12.92,0.26,1.51,8.46
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,4.51,13.98,0.26,2.03,9.26
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,4.37,13.86,0.25,2.11,9.18
CS(=O)(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,6.08,12.38,0.24,1.62,7.64
CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)nc3)ncnc2cc1OC,3.93,12.58,0.24,2.09,4.45
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,5.02,13,0.25,2.4,6.26
O=C(CC1CCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.62,10.15,0.19,-0.73,6.09
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.28,10.94,0.2,0.15,6.65
CN(C)CCc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nc4sccn34)n2)cc1,6.9,14.05,0.27,1.47,9.57
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.14,12.05,0.24,0.86,6.58
CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,6.98,12.36,0.24,-0.78,7.04
CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)C(=O)OCC,6.17,9.37,0.18,-0.87,4.74
CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1)C(=O)OCC,5.42,10.01,0.19,0.06,4.4
CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.06,9.66,0.18,0.19,4.38
O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,3.28,14.72,0.37,2.42,6.36
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)Nc1ccccc1,5.29,13.7,0.26,0.82,5.98
O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,2.53,15.63,0.33,2.59,8.1
Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(Cl)cc2)cc1,2.7,14.85,0.31,2.11,7.6
O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(F)cc1,2.53,15.12,0.32,2.43,7.84
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.27,0.32,3.39,9.09
O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(F)cc1,2.64,12.87,0.31,2.15,7.57
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NCCN1CCCCC1,4.25,10.4,0.2,0.75,4.74
COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1CN1CCC(N)CC1,3.94,14.72,0.27,3.43,7.48
Fc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.33,15.55,0.28,-0.63,36.52
NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1cccc2ccccc12,5,12.28,0.28,0.04,12.11
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,3.74,5.8,0.11,1.21,2.24
O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,5.36,12.17,0.24,2.04,7.56
O=C(O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,5.36,11.84,0.23,1.84,7.36
CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,5.63,14.13,0.28,2.37,8.21
C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.13,13.13,0.28,0.22,6.87
CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,5.68,12.75,0.27,0.75,7.94
Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,3.29,10.77,0.19,1.54,3.83
N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,2.98,12.16,0.22,2.3,4.19
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,5.1,10.53,0.2,-0.17,5.46
Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,3.57,14.52,0.27,1.11,5.01
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,2.75,13.82,0.25,1.71,4.77
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,4.39,16.56,0.32,3.66,9.08
Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,3.2,17.9,0.33,1.8,6.15
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,2.89,17.87,0.32,1.85,5.83
COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,4.45,8.86,0.19,0.18,4.65
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.1,12.65,0.24,0.82,6.55
CS(=O)(=O)N1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.48,12.61,0.24,3.44,6.88
OCCNCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,3.09,16.98,0.31,4.24,7.94
CCOc1cc(N2CCC(CCS(C)(=O)=O)CC2)c(C)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,8.09,7.83,0.15,-2.09,4.59
CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,6.39,15.77,0.31,1.82,8.74
Cc1ccc(S(=O)(=O)O)cc1.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)CC(F)(F)F,7.07,12.43,0.25,1,7.58
Cc1ccc(S(=O)(=O)O)cc1.NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,5.38,14.45,0.29,3.03,6.35
CS(=O)(=O)NCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1,5.64,13.08,0.26,2.16,6.59
Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1,6.41,14.54,0.28,1.5,10.48
CCOC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.28,12.73,0.24,0.56,8.44
CCNCc1cncc(/C=C/c2c[nH]nc2-c2nc3ccc(OC)cc3[nH]2)c1,3.64,14.74,0.27,1.88,6.03
CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,4.15,19.27,0.38,3.59,8.18
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccc(F)cc2)c1,3.32,17.18,0.32,3.4,6.51
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,3.09,20.24,0.39,3.8,7.15
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,3.81,25.16,0.45,3.85,11.44
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,6.19,13.87,0.28,1.66,7.4
Nc1cc(Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)ncn1,6.5,13.92,0.27,0.88,6.14
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,3.96,14.3,0.29,2.72,7.16
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,4.35,11.16,0.24,0.47,4.41
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,2.48,18.01,0.35,3.67,5.63
COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,4.74,9.42,0.17,-0.31,6.25
O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,4.93,13.41,0.26,1.53,9.16
CN(C)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,4.01,14.7,0.29,2.49,9.2
Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl,7.5,14.36,0.28,-1.51,38.41
COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.74,12.36,0.26,1.39,7.73
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3O)ncnc2cc1OCCCN1CCN(C)CC1,5.38,9.78,0.19,0.06,5.68
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.98,13.51,0.26,1.51,9.91
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,4.36,13.09,0.25,2.27,6.47
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,3.66,22.71,0.5,4.75,10.54
N#Cc1n[nH]nc1-c1ccc(Oc2ccccc2)cc1,3.14,19.75,0.35,2.04,6.95
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.19,15.3,0.33,2.33,9.3
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.35,14.87,0.27,2.59,9.99
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,6.52,13.08,0.26,0.87,9.94
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,2.76,12.12,0.22,1.83,5.11
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,3.18,20.51,0.37,4.48,7.42
CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,2.44,17.05,0.34,2.84,6.18
C#CCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)nc(F)nc21,3.73,13.33,0.34,2.71,8.17
C#CCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)ncnc21,3.59,14.08,0.36,2.96,8.31
O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,7.57,11.7,0.23,-0.05,7.07
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1,6,13.6,0.27,1.66,7.2
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(Br)c5)cc4)c3c2)o1,6.11,11.52,0.25,0.89,6.58
CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,4.69,20.78,0.4,3.58,10.36
CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,4.32,15.2,0.28,3.05,8.25
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,4.14,12.2,0.23,1.16,5.21
COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,3.78,14.24,0.27,1.43,9.59
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c3s2)C1)N1CCOCC1,4.67,12.09,0.25,2.55,6.52
Cc1cc(Oc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)cc2Cl)no1,4.73,11.07,0.22,1.7,5.19
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5S(=O)(=O)c5ccsc5)c4)c3s2)C1)N1CCOCC1,4.24,10.9,0.22,2.68,5.42
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,5.16,15.61,0.3,2.18,9.24
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,3.04,13.79,0.27,2.44,4.37
NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc2ccccc2c1,4.37,16.48,0.31,1.39,13.83
Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,4.54,14.98,0.28,0.64,12.43
NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,4.37,14.23,0.27,0.6,11.95
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)c(F)c1,7.03,13.22,0.25,0.18,14.33
NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1,3.05,23.53,0.46,5.35,11.75
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,2.8,17.79,0.33,2.72,4.44
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.31,10.76,0.21,0.4,15.72
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.41,17.27,0.32,3.39,9.09
CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN(CC)CC)c(OC)cc34)ccc2s1,5.88,11.09,0.21,-0.24,6.57
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.1,12.63,0.24,0.81,6.55
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,6.32,13.45,0.28,1.53,7.4
OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,4.3,15.05,0.29,3.42,7.12
Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1cccc(F)c1,3.96,14.15,0.26,3.01,6.43
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1,3.19,16.47,0.3,4.28,7.31
OCCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,3.56,14.59,0.27,3.95,7.86
NCC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,4.18,15.31,0.28,3.24,8.31
COc1cc2ncnc(Nc3ccc(Oc4ccc(C(=O)NCC(C)(C)C)cc4)c(C)c3)c2cc1OC,6.27,14.21,0.26,0.84,7.52
Cc1cc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)ccc1OC1CCN(C(=O)Nc2c(F)cccc2F)CC1,6.14,11.47,0.22,1.12,7.18
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2cc1OCCOC,5.54,11.34,0.21,1.05,6.32
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,3.82,13.65,0.26,1.18,4.37
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,2.86,15.36,0.32,5.44,6.84
O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.12,17.23,0.33,2.58,7.94
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-0.14,12.8,0.24,5.83,3.49
C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,5.25,18.63,0.37,3.45,9.3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,5.16,15.62,0.3,2.18,9.25
CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12,6.91,9.4,0.17,-2.29,12.4
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)c1ccc(C(F)(F)F)cc1O,6.11,13.94,0.3,0.91,8.05
CC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,3.95,10.47,0.2,1.5,3.34
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,4.7,9.81,0.19,0.3,4.17
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCC#CCC[C@@H]3C[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]4(C)[C@H]3O)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,5.98,7.94,0.15,1.02,3.39
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,4.51,14.94,0.29,1.45,10.01
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,3.84,18.79,0.37,4.07,7.49
COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCCCCCCC(=O)NO,4.22,14.76,0.28,2.31,6.18
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,3.11,12.92,0.25,1.65,4.28
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,3.41,14.55,0.27,2.31,7.66
COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O,1.75,14.27,0.29,3.05,3.59
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,4.12,17.37,0.33,1.48,7.27
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,14.81,0.29,2.34,9.63
CCOCCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.22,11.08,0.21,0.36,6.73
C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,1.96,21.18,0.39,5.74,10.59
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,4.7,13.72,0.26,3.02,6.95
N#CCC(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,-0.61,17.54,0.35,7.23,4.7
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,6.78,13.02,0.24,0.74,7.74
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CNC[C@@H]1C,5.35,11.35,0.21,1.35,6.14
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,4.34,16.69,0.3,3.43,8.1
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(C)c(=O)c23)c1,3.47,14.59,0.27,3.37,7.92
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(Nc4ccc(OC(=O)C(c5ccccc5)N5Cc6ccccc6C5=O)cc4)c23)c1,8.21,9.92,0.18,-0.32,5.81
CCN(CC)CCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,5.19,13.39,0.26,1.92,7.06
O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,3.55,14.38,0.29,3.91,6.67
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,4.36,15.99,0.34,3.83,9.25
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.28,14.47,0.28,2.18,9.4
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.35,14.97,0.27,2.63,10.05
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,5.15,14.99,0.27,1.84,7.58
CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccn4)c3)ncnc2cc1OC,5.13,13.68,0.25,1.06,6.59
NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,4.09,14.15,0.31,1.09,8.38
Cc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCO4)C2)cc1,6.97,10.9,0.23,-1.32,12.04
CC(C)N1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,6.12,13.66,0.26,1.89,7.02
NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,2.54,24.15,0.45,5.68,11.5
NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,2.4,24.95,0.46,5.65,11.26
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,2.91,11.9,0.23,2.56,4.33
CC(C)C(=O)N(C)C1CN[C@H](C(=O)N2CC=C(c3ccccc3)CC2)[C@@H](C(=O)NO)C1,1.27,18.22,0.34,6.54,7.66
CN1C[C@@H](OC(=O)N2CCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,0.37,16.5,0.31,6.98,6.96
COCCN1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.27,12.96,0.26,0.69,11.69
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,4.83,12.51,0.25,2.39,6.52
COC[C@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,4.64,12.95,0.25,1.68,7.13
CCCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.03,13.71,0.27,1.85,7.77
O=C(NO)[C@H]1C[C@H](OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CCC(c2ccccc2)CC1,1.48,16.59,0.31,5.9,6.63
CN(C)C(=O)O[C@H]1C[C@H](C(=O)NO)[C@@H](C(=O)N2CCN(c3ccccc3)CC2)N(C)C1,0.23,17.32,0.33,7.28,7.11
O=S(=O)(CCO)CCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.05,14.64,0.3,2.87,7.45
C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,5.41,18.04,0.33,2.39,9.78
Clc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,5.8,21.77,0.44,2.28,12.86
Cn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,6.06,17.87,0.35,1.71,12.7
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,5.51,16.22,0.32,2.03,9.26
O=C(COc1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,7.4,12.44,0.24,-0.3,7.51
O=C(COc1cc(F)c(F)c(F)c1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,7.82,9.07,0.18,-2.15,5.99
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,3.87,14.92,0.32,3.98,7
NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,6.19,9.95,0.22,-0.57,5.48
COc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1Cl,3.06,18.49,0.36,4.09,8.86
